date,open,high,low,open-1,high-1,low-1,open-2,high-2,low-2,updown
2018-01-04,0.9935678514375126,1.0,128.0754,0.9888571788806588,1.000811208796263,126.1081,0.9926769960410763,1.0004670324149434,124.4025,1
2018-01-05,0.9943972840549233,1.0000747748275551,129.7228,0.9935678514375126,1.0,128.0754,0.9888571788806588,1.000811208796263,126.1081,1
2018-01-08,0.9941380363800078,1.0001485398304961,130.6047,0.9943972840549233,1.0000747748275551,129.7228,0.9935678514375126,1.0,128.0754,0
2018-01-09,1.0007485312967108,1.000822612744633,129.5871,0.9941380363800078,1.0001485398304961,130.6047,0.9943972840549233,1.0000747748275551,129.7228,0
2018-01-10,1.0024193493478422,1.0065249806520138,132.1843,1.0007485312967108,1.000822612744633,129.5871,0.9941380363800078,1.0001485398304961,130.6047,1
2018-01-11,0.9983931093635297,1.0,132.6786,1.0024193493478422,1.0065249806520138,132.1843,1.0007485312967108,1.000822612744633,129.5871,1
2018-01-12,0.9962830814773811,1.0,132.9596,0.9983931093635297,1.0,132.6786,1.0024193493478422,1.0065249806520138,132.1843,0
2018-01-16,1.008915095680217,1.0110892721183373,133.7058,0.9962830814773811,1.0,132.9596,0.9983931093635297,1.0,132.6786,1
2018-01-17,0.9992894373282256,1.0019190325201581,136.3708,1.008915095680217,1.0110892721183373,133.7058,0.9962830814773811,1.0,132.9596,0
2018-01-18,1.0046164587697084,1.0049052665740694,134.3454,0.9992894373282256,1.0019190325201581,136.3708,1.008915095680217,1.0110892721183373,133.7058,0
2018-01-19,1.0002862883381034,1.003289364462025,135.5277,1.0046164587697084,1.0049052665740694,134.3454,0.9992894373282256,1.0019190325201581,136.3708,1
2018-01-22,0.9969154262737284,1.0,135.0916,1.0002862883381034,1.003289364462025,135.5277,1.0046164587697084,1.0049052665740694,134.3454,0
2018-01-23,1.0025130523881036,1.0025130523881036,134.9753,0.9969154262737284,1.0,135.0916,1.0002862883381034,1.003289364462025,135.5277,0
2018-01-24,1.0034527547074585,1.0044599318652445,134.733,1.0025130523881036,1.0025130523881036,134.9753,0.9969154262737284,1.0,135.0916,0
2018-01-25,1.0091188588096571,1.0091188588096571,133.9093,1.0034527547074585,1.0044599318652445,134.733,1.0025130523881036,1.0025130523881036,134.9753,1
2018-01-26,0.9984953411028448,1.001290235761934,135.2466,1.0091188588096571,1.0091188588096571,133.9093,1.0034527547074585,1.0044599318652445,134.733,0
2018-01-29,1.0030099632000566,1.0066648128645974,135.2176,0.9984953411028448,1.001290235761934,135.2466,1.0091188588096571,1.0091188588096571,133.9093,0
2018-01-30,1.0025786224878939,1.0046554150333173,135.3048,1.0030099632000566,1.0066648128645974,135.2176,0.9984953411028448,1.001290235761934,135.2466,0
2018-01-31,1.0038434114709784,1.004350678937851,133.6573,1.0025786224878939,1.0046554150333173,135.3048,1.0030099632000566,1.0066648128645974,135.2176,1
2018-02-01,0.9959653587351434,1.0032421357206633,134.5101,1.0038434114709784,1.004350678937851,133.6573,1.0025786224878939,1.0046554150333173,135.3048,0
2018-02-02,1.016688381578202,1.0173470042863346,132.3975,0.9959653587351434,1.0032421357206633,134.5101,1.0038434114709784,1.004350678937851,133.6573,0
2018-02-05,1.027059306622866,1.0316833851508573,127.8525,1.016688381578202,1.0173470042863346,132.3975,0.9959653587351434,1.0032421357206633,134.5101,1
2018-02-06,0.9682185208155787,1.0051884638666662,134.4714,1.027059306622866,1.0316833851508573,127.8525,1.016688381578202,1.0173470042863346,132.3975,0
2018-02-07,1.003360736376692,1.0138809418806707,132.6495,0.9682185208155787,1.0051884638666662,134.4714,1.027059306622866,1.0316833851508573,127.8525,0
2018-02-08,1.0280444781508682,1.0287138304143841,130.2752,1.003360736376692,1.0138809418806707,132.6495,0.9682185208155787,1.0051884638666662,134.4714,0
2018-02-09,1.004319636476561,1.0078345829325626,132.3491,1.0280444781508682,1.0287138304143841,130.2752,1.003360736376692,1.0138809418806707,132.6495,1
2018-02-12,0.9927932631027861,1.0027381287024602,134.4714,1.004319636476561,1.0078345829325626,132.3491,1.0280444781508682,1.0287138304143841,130.2752,1
2018-02-13,0.9930394608848879,1.0018515079894519,130.8663,0.9927932631027861,1.0027381287024602,134.4714,1.004319636476561,1.0078345829325626,132.3491,1
2018-02-14,0.9798473680161424,1.00081198570113,131.2831,0.9930394608848879,1.0018515079894519,130.8663,0.9927932631027861,1.0027381287024602,134.4714,1
2018-02-15,0.9979305699742713,1.0003699497097231,131.0989,0.9798473680161424,1.00081198570113,131.2831,0.9930394608848879,1.0018515079894519,130.8663,1
2018-02-16,0.998017281546778,1.0041116595512556,131.9905,0.9979305699742713,1.0003699497097231,131.0989,0.9798473680161424,1.00081198570113,131.2831,1
2018-02-20,0.998896326887771,1.0054469648229833,131.6513,0.998017281546778,1.0041116595512556,131.9905,0.9979305699742713,1.0003699497097231,131.0989,0
2018-02-21,1.0075661888423975,1.0126850784406485,130.6338,0.998896326887771,1.0054469648229833,131.6513,0.998017281546778,1.0041116595512556,131.9905,0
2018-02-22,1.0028836211994614,1.0070987901610446,131.0505,1.0075661888423975,1.0126850784406485,130.6338,0.998896326887771,1.0054469648229833,131.6513,1
2018-02-23,0.9929944546021379,1.000365225144358,132.7948,1.0028836211994614,1.0070987901610446,131.0505,1.0075661888423975,1.0126850784406485,130.6338,1
2018-02-26,0.9923422456385165,1.000939235909225,134.1516,0.9929944546021379,1.000365225144358,132.7948,1.0028836211994614,1.0070987901610446,131.0505,0
2018-02-27,1.0124975630700235,1.0141148501392367,131.8257,0.9923422456385165,1.000939235909225,134.1516,0.9929944546021379,1.000365225144358,132.7948,0
2018-02-28,1.0116643757009933,1.0120361944466378,130.4399,1.0124975630700235,1.0141148501392367,131.8257,0.9923422456385165,1.000939235909225,134.1516,0
2018-03-01,1.0236981452214742,1.0243114717383097,126.3601,1.0116643757009933,1.0120361944466378,130.4399,1.0124975630700235,1.0141148501392367,131.8257,1
2018-03-02,0.9891263722413929,1.0010722703922992,126.5539,1.0236981452214742,1.0243114717383097,126.3601,1.0116643757009933,1.0120361944466378,130.4399,1
2018-03-05,0.9871742148145697,1.0033592842770684,126.9318,0.9891263722413929,1.0010722703922992,126.5539,1.0236981452214742,1.0243114717383097,126.3601,0
2018-03-06,1.0025887664037048,1.0038065472612894,127.2807,0.9871742148145697,1.0033592842770684,126.9318,0.9891263722413929,1.0010722703922992,126.5539,1
2018-03-07,0.9973809234251958,1.001386242654464,125.8077,1.0025887664037048,1.0038065472612894,127.2807,0.9871742148145697,1.0033592842770684,126.9318,1
2018-03-08,0.9972211536393808,1.0019298207887017,125.5557,0.9973809234251958,1.001386242654464,125.8077,1.0025887664037048,1.0038065472612894,127.2807,1
2018-03-09,0.9916732568815368,1.0033152626193995,125.6914,0.9972211536393808,1.0019298207887017,125.5557,0.9973809234251958,1.001386242654464,125.8077,1
2018-03-12,0.9976985486685308,1.005063667944987,126.3116,0.9916732568815368,1.0033152626193995,125.6914,0.9972211536393808,1.0019298207887017,125.5557,0
2018-03-13,1.0050769117199982,1.0090004849895342,125.9821,0.9976985486685308,1.005063667944987,126.3116,0.9916732568815368,1.0033152626193995,125.6914,0
2018-03-14,1.0093076714866636,1.0093076714866636,125.9821,1.0050769117199982,1.0090004849895342,125.9821,0.9976985486685308,1.005063667944987,126.3116,0
2018-03-15,1.0013034177719073,1.0046779006980842,126.3601,1.0093076714866636,1.0093076714866636,125.9821,1.0050769117199982,1.0090004849895342,125.9821,0
2018-03-16,1.0013082340904993,1.00384844818972,125.8949,1.0013034177719073,1.0046779006980842,126.3601,1.0093076714866636,1.0093076714866636,125.9821,0
2018-03-19,1.0103253802398762,1.0118113890752116,123.8889,1.0013082340904993,1.00384844818972,125.8949,1.0013034177719073,1.0046779006980842,126.3601,1
2018-03-20,0.9945838619204137,1.0010833872897993,125.2553,1.0103253802398762,1.0118113890752116,123.8889,1.0013082340904993,1.00384844818972,125.8949,0
2018-03-21,1.0000774238452672,1.0071158101088402,125.2844,0.9945838619204137,1.0010833872897993,125.2553,1.0103253802398762,1.0118113890752116,123.8889,0
2018-03-22,1.0101564492884312,1.0128324486450215,123.0942,1.0000774238452672,1.0071158101088402,125.2844,0.9945838619204137,1.0010833872897993,125.2553,0
2018-03-23,1.0156623879733546,1.017831434347185,120.6521,1.0101564492884312,1.0128324486450215,123.0942,1.0000774238452672,1.0071158101088402,125.2844,1
2018-03-26,0.991830617635783,1.0014135730571678,123.3753,1.0156623879733546,1.017831434347185,120.6521,1.0101564492884312,1.0128324486450215,123.0942,0
2018-03-27,1.0112465315471053,1.0161666372508014,124.0827,0.991830617635783,1.0014135730571678,123.3753,1.0156623879733546,1.017831434347185,120.6521,1
2018-03-28,0.9910334678927278,1.002860007792894,127.5521,1.0112465315471053,1.0161666372508014,124.0827,0.991830617635783,1.0014135730571678,123.3753,1
2018-03-29,0.9971619287681466,1.0044492679207708,128.53799999999998,0.9910334678927278,1.002860007792894,127.5521,1.0112465315471053,1.0161666372508014,124.0827,0
2018-04-02,1.0186425577191789,1.0186425577191789,124.8112,0.9971619287681466,1.0044492679207708,128.53799999999998,0.9910334678927278,1.002860007792894,127.5521,1
2018-04-03,0.9903387216072523,1.0009348349696237,126.5464,1.0186425577191789,1.0186425577191789,124.8112,0.9971619287681466,1.0044492679207708,128.53799999999998,1
2018-04-04,0.9859897256929918,1.0012130382559559,125.9647,0.9903387216072523,1.0009348349696237,126.5464,1.0186425577191789,1.0186425577191789,124.8112,1
2018-04-05,0.9995286991938527,1.0038460374907052,125.6098,0.9859897256929918,1.0012130382559559,125.9647,0.9903387216072523,1.0009348349696237,126.5464,0
2018-04-06,1.0059826079640284,1.0090932405024582,123.6083,0.9995286991938527,1.0038460374907052,125.6098,0.9859897256929918,1.0012130382559559,125.9647,0
2018-04-09,1.0006334552815137,1.0083217374038462,124.3971,1.0059826079640284,1.0090932405024582,123.6083,0.9995286991938527,1.0038460374907052,125.6098,1
2018-04-10,0.9978166612234763,1.00210505172876,126.4577,1.0006334552815137,1.0083217374038462,124.3971,1.0059826079640284,1.0090932405024582,123.6083,0
2018-04-11,1.001564905486692,1.0056335010395672,126.014,0.9978166612234763,1.00210505172876,126.4577,1.0006334552815137,1.0083217374038462,124.3971,1
2018-04-12,0.9996112677166906,1.0030057757889963,126.8225,1.001564905486692,1.0056335010395672,126.014,0.9978166612234763,1.00210505172876,126.4577,0
2018-04-13,1.0024896645384178,1.0032377475756349,126.7239,0.9996112677166906,1.0030057757889963,126.8225,1.001564905486692,1.0056335010395672,126.014,0
2018-04-16,1.0026391664265277,1.004036696380909,127.0098,1.0024896645384178,1.0032377475756349,126.7239,0.9996112677166906,1.0030057757889963,126.8225,1
2018-04-17,0.997216961712639,1.0005410809857085,127.5225,1.0026391664265277,1.004036696380909,127.0098,1.0024896645384178,1.0032377475756349,126.7239,0
2018-04-18,1.0030992571684074,1.0043384885463431,127.2563,0.997216961712639,1.0005410809857085,127.5225,1.0026391664265277,1.004036696380909,127.0098,0
2018-04-19,1.0023341450611558,1.0023341450611558,126.6845,1.0030992571684074,1.0043384885463431,127.2563,0.997216961712639,1.0005410809857085,127.5225,1
2018-04-20,0.9978330498743858,1.0008507692633704,127.4141,1.0023341450611558,1.0023341450611558,126.6845,1.0030992571684074,1.0043384885463431,127.2563,0
2018-04-23,1.0022466471208105,1.0023244428763056,127.2563,0.9978330498743858,1.0008507692633704,127.4141,1.0023341450611558,1.0023341450611558,126.6845,0
2018-04-24,1.0079553030261488,1.0090363781788898,127.6507,1.0022466471208105,1.0023244428763056,127.2563,0.9978330498743858,1.0008507692633704,127.4141,1
2018-04-25,0.9971777331812858,1.0012966335493874,129.2578,1.0079553030261488,1.0090363781788898,127.6507,1.0022466471208105,1.0023244428763056,127.2563,1
2018-04-26,0.998404754601936,1.001975946473737,129.7606,0.9971777331812858,1.0012966335493874,129.2578,1.0079553030261488,1.0090363781788898,127.6507,0
2018-04-27,1.0029008508233401,1.004848686604371,129.16899999999998,0.998404754601936,1.001975946473737,129.7606,0.9971777331812858,1.0012966335493874,129.2578,0
2018-04-30,1.0021372236999524,1.0065657680260494,129.1395,1.0029008508233401,1.004848686604371,129.16899999999998,0.998404754601936,1.001975946473737,129.7606,1
2018-05-01,0.9978618380293905,1.0002292270710975,129.1296,1.0021372236999524,1.0065657680260494,129.1395,1.0029008508233401,1.004848686604371,129.16899999999998,0
2018-05-02,1.0062991475699004,1.0062991475699004,128.3507,0.9978618380293905,1.0002292270710975,129.1296,1.0021372236999524,1.0065657680260494,129.1395,1
2018-05-03,0.9986163264128866,1.0032280520136543,128.2817,1.0062991475699004,1.0062991475699004,128.3507,0.9978618380293905,1.0002292270710975,129.1296,1
2018-05-04,0.989186304351352,1.0,129.4747,0.9986163264128866,1.0032280520136543,128.2817,1.0062991475699004,1.0062991475699004,128.3507,1
2018-05-07,0.9991639801946598,1.0032700405670127,129.662,0.989186304351352,1.0,129.4747,0.9986163264128866,1.0032280520136543,128.2817,1
2018-05-08,0.9979374030494202,1.0006113407190111,129.0606,0.9991639801946598,1.0032700405670127,129.662,0.989186304351352,1.0,129.4747,1
2018-05-09,0.991561668138916,1.0,134.3749,0.9979374030494202,1.0006113407190111,129.0606,0.9991639801946598,1.0032700405670127,129.662,1
2018-05-10,0.9997112395956474,1.0020960780620511,136.4453,0.991561668138916,1.0,134.3749,0.9979374030494202,1.0006113407190111,129.0606,1
2018-05-11,0.9993484159970852,1.0006523185959284,136.1298,0.9997112395956474,1.0020960780620511,136.4453,0.991561668138916,1.0,134.3749,1
2018-05-14,0.9992760587640576,1.0022437772992292,136.1989,0.9993484159970852,1.0006523185959284,136.1298,0.9997112395956474,1.0020960780620511,136.4453,0
2018-05-15,1.001614971207498,1.001762395965029,134.3058,0.9992760587640576,1.0022437772992292,136.1989,0.9993484159970852,1.0006523185959284,136.1298,1
2018-05-16,0.9969421060404667,1.0022566829124206,135.42,1.001614971207498,1.001762395965029,134.3058,0.9992760587640576,1.0022437772992292,136.1989,0
2018-05-17,1.0024148512610436,1.0028534428699176,134.7495,0.9969421060404667,1.0022566829124206,135.42,1.001614971207498,1.001762395965029,134.3058,0
2018-05-18,1.0033810885688639,1.0033810885688639,134.1284,1.0024148512610436,1.0028534428699176,134.7495,0.9969421060404667,1.0022566829124206,135.42,0
2018-05-21,1.0002928658183965,1.0008793407694492,134.5326,1.0033810885688639,1.0033810885688639,134.1284,1.0024148512610436,1.0028534428699176,134.7495,0
2018-05-22,1.0055987853482633,1.0055987853482633,133.8326,1.0002928658183965,1.0008793407694492,134.5326,1.0033810885688639,1.0033810885688639,134.1284,1
2018-05-23,0.9982939081689302,1.0004445768395778,132.9354,1.0055987853482633,1.0055987853482633,133.8326,1.0002928658183965,1.0008793407694492,134.5326,1
2018-05-24,0.9996975011295843,1.002831236263105,130.579,0.9982939081689302,1.0004445768395778,132.9354,1.0055987853482633,1.0055987853482633,133.8326,1
2018-05-25,0.998769255262858,1.0020002528606815,128.1338,0.9996975011295843,1.002831236263105,130.579,0.9982939081689302,1.0004445768395778,132.9354,0
2018-05-29,1.0057621061866993,1.0088793111729464,124.9196,0.998769255262858,1.0020002528606815,128.1338,0.9996975011295843,1.002831236263105,130.579,1
2018-05-30,0.9953628045426499,1.0034581663905768,125.4422,1.0057621061866993,1.0088793111729464,124.9196,0.998769255262858,1.0020002528606815,128.1338,1
2018-05-31,0.9989054606496856,1.0013671834752298,126.1718,0.9953628045426499,1.0034581663905768,125.4422,1.0057621061866993,1.0088793111729464,124.9196,1
2018-06-01,0.9998478350872206,1.0042652520221713,129.4648,0.9989054606496856,1.0013671834752298,126.1718,0.9953628045426499,1.0034581663905768,125.4422,0
2018-06-04,1.0072239414289719,1.007521540019835,132.3931,0.9998478350872206,1.0042652520221713,129.4648,0.9989054606496856,1.0013671834752298,126.1718,0
2018-06-05,1.001273705281621,1.0021727466588035,131.5846,1.0072239414289719,1.007521540019835,132.3931,0.9998478350872206,1.0042652520221713,129.4648,1
2018-06-06,0.9989721168062629,1.0000737394465073,134.2565,1.001273705281621,1.0021727466588035,131.5846,1.0072239414289719,1.007521540019835,132.3931,0
2018-06-07,1.0022715683782222,1.0071090575815824,134.5326,0.9989721168062629,1.0000737394465073,134.2565,1.001273705281621,1.0021727466588035,131.5846,0
2018-06-08,1.0013209626496695,1.0014311669744447,134.296,1.0022715683782222,1.0071090575815824,134.5326,0.9989721168062629,1.0000737394465073,134.2565,1
2018-06-11,0.9951147291728908,1.0029891408845255,135.2228,1.0013209626496695,1.0014311669744447,134.296,1.0022715683782222,1.0071090575815824,134.5326,0
2018-06-12,1.001114886027591,1.0031961573745678,132.6593,0.9951147291728908,1.0029891408845255,135.2228,1.0013209626496695,1.0014311669744447,134.296,0
2018-06-13,1.0031758586802808,1.0038627130222189,133.5072,1.001114886027591,1.0031961573745678,132.6593,0.9951147291728908,1.0029891408845255,135.2228,1
2018-06-14,0.9997049502459248,1.0025843063485123,133.5368,1.0031758586802808,1.0038627130222189,133.5072,1.001114886027591,1.0031961573745678,132.6593,0
2018-06-15,1.0031665043584244,1.0041971119090438,133.9016,0.9997049502459248,1.0025843063485123,133.5368,1.0031758586802808,1.0038627130222189,133.5072,1
2018-06-18,0.9934079535458717,1.0002199082328889,134.6016,1.0031665043584244,1.0041971119090438,133.9016,0.9997049502459248,1.0025843063485123,133.5368,1
2018-06-19,0.9974291699444563,1.000257008510334,134.2368,0.9934079535458717,1.0002199082328889,134.6016,1.0031665043584244,1.0041971119090438,133.9016,0
2018-06-20,1.0061774522991083,1.0069239699339834,132.4818,0.9974291699444563,1.000257008510334,134.2368,0.9934079535458717,1.0002199082328889,134.6016,0
2018-06-21,1.007010158575307,1.007010158575307,130.7959,1.0061774522991083,1.0069239699339834,132.4818,0.9974291699444563,1.000257008510334,134.2368,0
2018-06-22,1.0067939411207254,1.0070989910126418,129.1592,1.007010158575307,1.007010158575307,130.7959,1.0061774522991083,1.0069239699339834,132.4818,0
2018-06-25,1.0099555628482375,1.0109668965702219,126.7633,1.0067939411207254,1.0070989910126418,129.1592,1.007010158575307,1.007010158575307,130.7959,0
2018-06-26,1.000464698970048,1.004334573838861,127.3943,1.0099555628482375,1.0109668965702219,126.7633,1.0067939411207254,1.0070989910126418,129.1592,0
2018-06-27,1.0120376177549675,1.0120376177549675,125.3238,1.000464698970048,1.004334573838861,127.3943,1.0099555628482375,1.0109668965702219,126.7633,1
2018-06-28,0.9926411892265626,1.002324083095006,127.27600000000001,1.0120376177549675,1.0120376177549675,125.3238,1.000464698970048,1.004334573838861,127.3943,0
2018-06-29,1.0045023622047244,1.0084614173228348,127.0,0.9926411892265626,1.002324083095006,127.27600000000001,1.0120376177549675,1.0120376177549675,125.3238,1
2018-07-02,0.9967954282923565,1.0010163931047003,126.1323,1.0045023622047244,1.0084614173228348,127.0,0.9926411892265626,1.002324083095006,127.27600000000001,0
2018-07-03,1.0072995896816967,1.007456424578337,125.6098,0.9967954282923565,1.0010163931047003,126.1323,1.0045023622047244,1.0084614173228348,127.0,1
2018-07-05,0.9946540957107822,1.0017822300349766,127.2563,1.0072995896816967,1.007456424578337,125.6098,0.9967954282923565,1.0010163931047003,126.1323,1
2018-07-06,0.99899639422136,1.0029333157976317,127.7394,0.9946540957107822,1.0017822300349766,127.2563,1.0072995896816967,1.007456424578337,125.6098,1
2018-07-09,0.9964039440213435,1.0008419768530086,128.8634,0.99899639422136,1.0029333157976317,127.7394,0.9946540957107822,1.0017822300349766,127.2563,1
2018-07-10,0.9993040599120463,1.0013149893882867,127.4535,0.9964039440213435,1.0008419768530086,128.8634,0.99899639422136,1.0029333157976317,127.7394,0
2018-07-11,1.0048415775321657,1.005309657414631,126.2605,0.9993040599120463,1.0013149893882867,127.4535,0.9964039440213435,1.0008419768530086,128.8634,1
2018-07-12,0.9990703867944675,1.001315905179453,127.3648,1.0048415775321657,1.005309657414631,126.2605,0.9993040599120463,1.0013149893882867,127.4535,1
2018-07-13,0.9969888033606364,1.0012358044985477,127.6901,0.9990703867944675,1.001315905179453,127.3648,1.0048415775321657,1.005309657414631,126.2605,0
2018-07-16,1.0015443640501496,1.0015443640501496,127.6901,0.9969888033606364,1.0012358044985477,127.6901,0.9990703867944675,1.001315905179453,127.3648,1
2018-07-17,0.994978507425374,1.0036511528677212,129.6029,1.0015443640501496,1.0015443640501496,127.6901,0.9969888033606364,1.0012358044985477,127.6901,0
2018-07-18,1.0039367630087097,1.006510593631919,130.2339,0.994978507425374,1.0036511528677212,129.6029,1.0015443640501496,1.0015443640501496,127.6901,1
2018-07-19,0.9996205310410228,1.0018973447948867,129.9184,1.0039367630087097,1.006510593631919,130.2339,0.994978507425374,1.0036511528677212,129.6029,0
2018-07-20,1.0022762968851362,1.0035660445455448,129.9479,0.9996205310410228,1.0018973447948867,129.9184,1.0039367630087097,1.006510593631919,130.2339,1
2018-07-23,0.9977987186525294,1.0006837138288054,129.8789,1.0022762968851362,1.0035660445455448,129.9479,0.9996205310410228,1.0018973447948867,129.9184,0
2018-07-24,1.001432866421353,1.0045258076608246,130.717,0.9977987186525294,1.0006837138288054,129.8789,1.0022762968851362,1.0035660445455448,129.9479,1
2018-07-25,0.9952344494377539,1.0010586702794428,130.3522,1.001432866421353,1.0045258076608246,130.717,0.9977987186525294,1.0006837138288054,129.8789,1
2018-07-26,0.9989502222790217,1.0019618672046398,131.4564,0.9952344494377539,1.0010586702794428,130.3522,1.001432866421353,1.0045258076608246,130.717,1
2018-07-27,0.9994795226090851,1.0022312639453996,132.5706,0.9989502222790217,1.0019618672046398,131.4564,0.9952344494377539,1.0010586702794428,130.3522,1
2018-07-30,0.9988886659708617,1.0043709466176447,133.0833,0.9994795226090851,1.0022312639453996,132.5706,0.9989502222790217,1.0019618672046398,131.4564,0
2018-07-31,1.0010616413590856,1.0034134077610597,129.9874,0.9988886659708617,1.0043709466176447,133.0833,0.9994795226090851,1.0022312639453996,132.5706,0
2018-08-01,1.006609631816231,1.0117760553797457,129.7803,1.0010616413590856,1.0034134077610597,129.9874,0.9988886659708617,1.0043709466176447,133.0833,1
2018-08-02,0.9961844615485824,1.000381553845142,129.2085,1.006609631816231,1.0117760553797457,129.7803,1.0010616413590856,1.0034134077610597,129.9874,1
2018-08-03,0.9931451083388049,1.0025893167509945,129.455,0.9961844615485824,1.000381553845142,129.2085,1.006609631816231,1.0117760553797457,129.7803,0
2018-08-06,1.0000781712661377,1.0018682142998145,126.645,0.9931451083388049,1.0025893167509945,129.455,0.9961844615485824,1.000381553845142,129.2085,0
2018-08-07,1.0018679861735877,1.004824249885569,126.714,1.0000781712661377,1.0018682142998145,126.645,0.9931451083388049,1.0025893167509945,129.455,0
2018-08-08,1.005193764609458,1.005193764609458,125.3041,1.0018679861735877,1.004824249885569,126.714,1.0000781712661377,1.0018682142998145,126.645,0
2018-08-09,1.0083694998350676,1.0083694998350676,123.6872,1.005193764609458,1.005193764609458,125.3041,1.0018679861735877,1.004824249885569,126.714,0
2018-08-10,1.0066008459859752,1.0066008459859752,122.4843,1.0083694998350676,1.0083694998350676,123.6872,1.005193764609458,1.005193764609458,125.3041,0
